segment_id,page,field,issue,current_value,question,manual_result,notes
seg-014,,modern_followability,状态高亮复核,needs_field_check,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-014,,do_not_connect_in_gpx,状态高亮复核,True,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-014,,start,approximate 坐标,"黑城子 (42.13, 116.33) source=manual modern town approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-014,,via[1],approximate 坐标,"滦河东岸沙丘 (42.15, 116.32) source=manual dunes area approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-014,,via[2],approximate 坐标,"正蓝旗 (42.245, 116.003) source=manual modern banner seat approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-014,,via[3],approximate 坐标,"上都镇 (42.245, 116.003) source=manual modern banner seat approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-014,,via[4],approximate 坐标,"闪电河 (41.78, 115.95) source=manual river/area approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-014,,end,approximate 坐标,"四郎城 (42.24, 116.08) source=manual historic site approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-015,344,book_refs,书中路线证据核对,从桥北开始最后一天的行程,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明最后一天实际步行起点。
seg-015,344,book_refs,书中路线证据核对,我们选择走北岸，不只是追求与元代的路线更接近,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明选择北岸大堤的理由。
seg-015,353,book_refs,书中路线证据核对,只有走到明德门，才算完成了从大都健德门到上都明德门,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明终点和徒步完成标准。
seg-015,348,book_refs,书中路线证据核对,冰冻的矿泉水和西瓜从未如此充满吸引力,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持最后一日补给。
seg-015,318,book_refs,书中路线证据核对,直奔网上推荐的上都酒店，办好入住手续,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持前一晚住宿在正蓝旗上都酒店。
seg-015,344,book_refs,书中路线证据核对,今天会是几年来最热的一天,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持极端暑热。
seg-015,345,book_refs,书中路线证据核对,发现脚趾头和脚后跟打了好几个水泡,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持脚部水泡风险。
seg-015,346,book_refs,书中路线证据核对,事实上也没有地方适合休息，没有树，也没有其他可以遮阴的地方,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持无遮阴风险。
seg-015,342,chapter_refs,章节出处核对,从四郎城到上都遗址,该引用是否只是章节/段落标题出处，而非路线事实证据？,,章节或段落标题来源
seg-015,,evidence_status,evidence_status 非 pass,warning,该段证据清理后的 warning 状态是否符合你的人工判断？,,
seg-015,,evidence_notes,证据处理说明核对,已将 1 条章节/路线标题引用移入 chapter_refs，book_refs 仅保留路线事实证据。,该证据处理说明是否需要调整？,,
seg-015,,evidence_notes,证据处理说明核对,resupply: supported_with_new_book_ref; 已按书中证据清理。,该证据处理说明是否需要调整？,,
seg-015,,evidence_notes,证据处理说明核对,lodging: supported_with_new_book_ref; 已按书中证据清理。,该证据处理说明是否需要调整？,,
seg-015,,evidence_notes,证据处理说明核对,risks_or_notes: supported_with_new_book_ref; 已按书中证据清理。,该证据处理说明是否需要调整？,,
seg-015,344,review_notes,复核备注,第344页显示从桥北开始，四郎城到桥北的乘车接续需要在地图上标记。,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-015,,review_notes,复核备注,[evidence_audit] unsupported_claim: resupply: 电视台记者送冰冻矿泉水和西瓜,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-015,,review_notes,复核备注,[evidence_audit] unsupported_claim: lodging: 前一晚住正蓝旗上都镇,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-015,,review_notes,复核备注,[evidence_audit] unsupported_claim: risks_or_notes: 极端暑热、脚底疼痛、无树荫,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-015,,review_notes,复核备注,[evidence_audit] needs_pdf_review: 引用页 OCR 标记需复核: 342,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-015,344,gap_notes,断点/GPX 规则,第344页及复核备注显示坐车过上都音高勒大桥后，从桥北开始最后一日步行。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-015,,gap_notes,断点/GPX 规则,书中存在乘车/断点信息，不应与前后段强行连成连续徒步轨迹。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-015,,gap_notes,断点/GPX 规则,该段只导出 waypoint，不作为连续 GPX track。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-015,,movement_type,状态高亮复核,mixed,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-015,,continuity_status,状态高亮复核,gap_before,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-015,,modern_followability,状态高亮复核,needs_field_check,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-015,,do_not_connect_in_gpx,状态高亮复核,True,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-015,,start,approximate 坐标,"四郎城 (42.24, 116.08) source=manual historic site approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-015,,via[1],approximate 坐标,"上都音高勒大桥 (42.28, 116.08) source=manual bridge approximation on Shangdu Gol",该地名和 approximate 坐标是否需要人工核对？,,
seg-015,,via[2],approximate 坐标,"闪电河 (41.78, 115.95) source=manual river/area approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-015,,via[3],approximate 坐标,"明德门 (42.357, 116.188) source=manual approximate Shangdu Mingdemen area",该地名和 approximate 坐标是否需要人工核对？,,
seg-015,,end,approximate 坐标,"元上都遗址 (42.358, 116.185) source=manual approximate Xanadu/Shangdu ruins",该地名和 approximate 坐标是否需要人工核对？,,
